legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,avian_id,uid,call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin
MSO_b1f15i3_07,msob1f15i3c07,mso,child,msob1f15i3,7,RS022-033b001f015i010.tif,rs022-033b001f015i010.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/rs022-033b001f015i010.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/small/rs022-033b001f015i010_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/thumbs/rs022-033b001f015i010_th.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/ocr/msob1f15i3c07.txt,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/hocr/msob1f15i3c07.txt,,,Page 7,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,2022-02-21,,,,,,,Iowa State University multicultural student organizations collection,https://n2t.net/ark:/87292/w9cn6z51v,,,reformatted digital; Digitized with Epson Expression 12000XL
MSO_b1f15i3_08,msob1f15i3c08,mso,child,msob1f15i3,8,RS022-033b001f015i011.tif,rs022-033b001f015i011.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/rs022-033b001f015i011.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/small/rs022-033b001f015i011_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/thumbs/rs022-033b001f015i011_th.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/ocr/msob1f15i3c08.txt,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/hocr/msob1f15i3c08.txt,,,Page 8,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,2022-02-21,,,,,,,Iowa State University multicultural student organizations collection,https://n2t.net/ark:/87292/w9cn6z51v,,,reformatted digital; Digitized with Epson Expression 12000XL
MSO_b1f15i3_09,msob1f15i3c09,mso,child,msob1f15i3,9,RS022-033b001f015i012_tif,rs022-033b001f015i012_jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/rs022-033b001f015i012_jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/small/rs022-033b001f015i012_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/thumbs/rs022-033b001f015i012_th.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/ocr/msob1f15i3c09.txt,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/hocr/msob1f15i3c09.txt,,,Page 9,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,2022-02-21,,,,,,,Iowa State University multicultural student organizations collection,https://n2t.net/ark:/87292/w9cn6z51v,,,reformatted digital; Digitized with Epson Expression 12000XL
MSO_b1f15i3_10,msob1f15i3c10,mso,child,msob1f15i3,10,RS022-033b001f015i013_tif,rs022-033b001f015i013_jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/rs022-033b001f015i013_jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/small/rs022-033b001f015i013_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/thumbs/rs022-033b001f015i013_th.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/ocr/msob1f15i3c10.txt,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/hocr/msob1f15i3c10.txt,,,Page 10,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,2022-02-21,,,,,,,Iowa State University multicultural student organizations collection,https://n2t.net/ark:/87292/w9cn6z51v,,,reformatted digital; Digitized with Epson Expression 12000XL
MSO_b1f15i3_11,msob1f15i3c11,mso,child,msob1f15i3,11,RS022-033b001f015i014.tif,rs022-033b001f015i014.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/rs022-033b001f015i014.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/small/rs022-033b001f015i014_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/thumbs/rs022-033b001f015i014_th.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/ocr/msob1f15i3c11.txt,https://isuu00001library102stg.blob.core.windows.net/digital-objects/mso/hocr/msob1f15i3c11.txt,,,Page 11,,,,,,,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,,,,2022-02-21,,,,,,,Iowa State University multicultural student organizations collection,https://n2t.net/ark:/87292/w9cn6z51v,,,reformatted digital; Digitized with Epson Expression 12000XL
,082IafirstblackjudgeGlanton,,audio,,,,,https://archive.org/details/082IafirstblackjudgeGlanton,,,,,,,,"Judge Luther Thomas Glanton, The First Black Judge of Iowa",,,,,,,,,,,"Des Moines Public Library (Des Moines, Iowa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NBID,,simple,,,,,,,,,,,,,Negro Business and Information Directory,,,,,,,,,,,"Des Moines Public Library (Des Moines, Iowa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP25,,complex,,,,,,,,,,,,,History of the Des Moines Branch: 25th Anniversary Souvenir,,,,,,,,,,,"Des Moines Public Library (Des Moines, Iowa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP26,,child,DMPL_NAACP25,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP27,,image,DMPL_NAACP25,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP28,,image,DMPL_NAACP25,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP29,,image,DMPL_NAACP25,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP30,,image,DMPL_NAACP25,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP31,,image,DMPL_NAACP25,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP32,,image,DMPL_NAACP25,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP33,,image,DMPL_NAACP25,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP34,,image,DMPL_NAACP25,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP35,,image,DMPL_NAACP25,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP36,,image,DMPL_NAACP25,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP37,,image,DMPL_NAACP25,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP38,,image,DMPL_NAACP25,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP39,,image,DMPL_NAACP25,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP40,,image,DMPL_NAACP25,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DMPL_NAACP41,,image,DMPL_NAACP25,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami01,,complex,,,,,,,,,,,,,Friend in need,,,,,,,,,,,African American Museum of Iowa,,,"Brown, Gertrude",,,,,,,,,,,Printed by Robert Patten.,,,,,,,,"Black people;African Americans;printmakers, African Americans",,United States--Iowa,,,,,,,,printed ephemera,,,,,,,,,,,,,,,,,,
,aami02,,image,aami01,,,,,,,,,,,,Memorial program,,,,,,,,,,,African American Museum of Iowa,,,,,,,,,,,,,,Memorial program to slain youths. Simpson College experimental theater group mentioned.,,,,,,,,Black people;African Americans,,United States--Iowa,,,,,,,,printed ephemera,,,,,,,,,,,,,,,,,,
,aami03,,image,aami01,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami04,,image,aami01,,,,,,,,,,,,Page 1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami05,,complex,,,,,,,,,,,,,Patten Novelty Company profit sharing certificate,,,,,,,,,,,African American Museum of Iowa,,,,Patten Novelty Company,,,,,,,,,,,,,,,,,,Black people;African Americans,,Iowa--Des Moines,,,,,,,,printed ephemera,,,,,,,,,,,,,,,,,,
,aami06,,image,aami05,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami07,,image,aami05,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami08,,image,aami05,,,,,,,,,,,,Andrew's Court apartments advertisement,,,,,,,,,,,African American Museum of Iowa,,,,,,,,,,,,,,Shows image of the buildings at the corner of 10th Street and Clark Street.,,,,,,,,"Black people;African Americans;printmakers, African American",,Iowa--Des Moines,,,,,,,,printed ephemera,,,,,,,,,,,,,,,,,,
,aami09,,image,aami05,,,,,,,,,,,,"The Uniter, summer 1974, volume 10, number 3",,,,,,,,,,,,,,,Church Women United in Iowa,,,,,,,,,,Quarterly newsletter for Christian women. Viola Gibson was a member of the Nominating Committee (see page 2).,,,,,,,,"Christian women -- Religious life;African Americans;Black people;women, Black;women, African American",,United States--Iowa,,,,,,,,serials (publications),,,,,,,,,,,,,,,,,,
,aami10,,image,aami05,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami11,,image,aami05,,,,,,,,,,,,Page 2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami12,,image,aami05,,,,,,,,,,,,Page 4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aami13,,image,aami05,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,grinnell01,,simple,,,,,,,,,,,,,Edith Renfrow Smith '37,,,,,,,,,,,Grinnell College,,,"Smith, Edith Virginia Renfrow, 1914-",,,,,,,"Yeager, Stuart A., 1960-;Jordan, David",,,,"Oral history interview of Edith Renfrow Smith, Grinnell College class of 1937, conducted by Stuart Yeager, Grinnell College class of 1980.  Smith's interview touches on her being the first Black woman to graduate from Grinnell College as well as her family being one of the first Black families in Grinnell.",,,,"Smith, Edith Virginia Renfrow, 1914-",,,,,,United States--Iowa,,,,,,,,audiocassettes,,,,,,,,,,,,,,,,,,
,1995_002_1297.02,,complex,,,,,/objects/access_1995_2_1297_2_01_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_01_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_01_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,,,,,,,,,,,,
,1995_002_1297.03,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_01_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_01_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_01_tif_th.jpg,,,,,"Program, 67th annual session of the Iowa, South Dakota, Nebraska, and Minnesota Baptist Sunday School Convention, and 39th session of the Baptist Training Union, June 1947",,,,,,,,,,,State Historical Society of Iowa,,,"Patten, Robert E., 1883_1968",,,,,,,,,Baptist Training Union;Baptist Sunday School Convention,,"Program, order of events for the Iowa, South Dakota, Nebraska, and Minnesota Baptist Sunday School Convention and Baptist Training Union Convention held at Mt. Zion Baptist Church, Sioux City, Iowa, June 13_17, 1947. 

Names listed include: Rev. H.R. Boston; Mrs. Faye Southers; Mrs. Doris Bennett Davis; Miss Kathrine Lucas; Rev. D.O. Bell; Mr. Lawrence Doolin; Rev. J.H. Beverly; Rev. Eugene Williams; Miss Reda Mae Wilburm; Rev. Samual Davis; Mr. Timothy Jackson; Miss Patsy Jean Burrough; Miss Shirley Martin; Mr. Thomas Whitney; Rev. J.Q. Evans; Mrs. Essie Pipkins; Mrs. Jessye Bell-Davis; Mrs. Willa Mae Williams; Rev. J.M. Eaves; Rev. B.H. Hunter; Mrs. Hallie Tutt; Mrs. Katherine Shelton; Willa Mae Williams; Mrs. Elnora Benjamin; Miss Zola Mae King; Mrs. Essie Pipkins; Mrs. Doris Bennett Davis; Miss Connie Dixon; Mr. Lawrence Doolin; Mr. Thomas Whitney; Rev. A.W. Patton; Rev. J.H. Ross; Mrs. Ethel Grenlee; Miss Shirley Martin; Miss Helena Brooks; Cora Mae Lee; Rev. Jerome Tate; Rev. L.C. Harris; Miss Agnes Bozotra; Miss Dorothy Sanders; Mrs. H.R. Boston; Rev. E. Lloyd Jamison; Rev. E.A. Gaiters; Rev. E.D. Johnson; Mrs. Josephine Hagan; Rev. D.O. Bell; Mrs. Bridie Carlton.",,eng,,,,,,Religion;Music;Prayers and devotions;African American churches;Baptist Training Union;Sunday school conventions,,Iowa;Iowa--Sioux City,,42_49999,,-96.40031,6 pages,,,sheets,,Text,,http://rightsstatements.org/vocab/NKC/1.0/,,1947,,,,,,,,,,,,
,1995_002_1297.04,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_02_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_02_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_02_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_1297.05,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_03_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_03_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_03_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_1297.06,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_04_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_04_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_04_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_1297.07,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_05_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_05_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_05_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_1297.08,,child,1995_002_1297.02,,,,/objects/access_1995_2_1297_2_06_tif.jpg,,/objects/small//objects/access_1995_2_1297_2_06_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_1297_2_06_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993_073,,image,,,,,/objects/access_1993_73_tif.jpg,,/objects/small//objects/access_1993_73_tif_sm.jpg,/objects/thumbs//objects/access_1993_73_tif_th.jpg,,,,,"Signature Quilt for St. Paul African Methodist Episcopal Church, Des Moines, 1940-1941",,,,,,,,,,,State Historical Society of Iowa,,"Dixon, Nora McKee, 1870-1958",,,,,,,,,,"St Paul A.M.E. Church, Des Moines",,"Quilt, synthetic fabric, three inch squares of pink and orange alternating with blocks of black; quilted with pink thread; backed with pink synthetic fabric, bound with black. Embroidered with names, date, and name of St. Paul AME Church. Circa 1940-1941. 62 x 71.5 inches.

Handmade by donor's grandmother, Nora McKee Dixon, 1870-1958, Des Moines, Iowa, Polk County, as fundraiser for St. Paul African Methodist Episcopal Church of Des Moines at the beginning of World War II. Nora's daughter, Madeline Dixon Berry, did the handwriting on the blocks. Names of church officials, including bishop, pastor, elders, embroidered on middle orange and black blocks. Names around the center represent those who gave ten cents to the Junior Missionaries to have their names on the quilt.

Photographs of the McKee family including Nora as a girl and young woman are held in Special Collections, Des Moines. The family of Madaline and John McKee were residents of Dallas County after the Civil War.",,,,,,,,Religion;Women;African American churches;Fund raising;Quilts;Signature Quilts,,Iowa;Iowa--Des Moines,,41.60054,-93_60911,,1 object,,,,,,,,,1940,,,,,,,,,,,,
,1995_002_0475,,complex,,,,,/objects/access_1995_2_475_01_tif.jpg,,/objects/small//objects/access_1995_2_475_01_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_475_01_tif_th.jpg,,,,,"Program, Des Moines District Conference and the Women's Mite Missionary Convention of the Northwest Annual Conference of the AME Church, May 27-28, 1942",,,,,,,,,,,State Historical Society of Iowa,,,"Patten, Robert E., 1883_1968",,,,,,,,,"Bethel Church, Des Moines",,"Program, Des Moines District Conference and the Women's Mite Missionary Convention of the Northwest Annual Conference of the AME Church; Bethel Church, 1524 East University Avenue, Rev. W.F. Ogleton, pastor; May 27-28, 1942_

Names listed include: Rt. Rev. Jno. A. Gregg; Rev. W.H. Ogleton; Rev. T.B. Stovall; Mrs. G.T. Fant; Rev. W.M. Berry; R.C. Campbell; Dr. R. Hopkins; Rev. J.W. Collins; Estella Coats; Goldie Fant; Dock Slaughter; Rev. H.C. Boyd; E.N. Warren; Harry Warnum; Rev. Grant Page; Julia Stewart; Rachel Turner; Rev. C.H. Copeland; Mrs. S. Robinson; Clara Bailey; Rev. T.W. Hightower; Malena Brooks; Missouri Slater; Rev. L.P. Ashford; Cattie McNeal; Mabel Mason; E.C. Allen; J.W. Collins; Rev. A.L. Preston; Grant Dozier; Rev. H.J. Parker; W.F. Ogleton; L.L. Johnson; Bro. Wm. Brewer; Rev. W.M. Berry; Rev. L.P. Ashford; Mrs. Anna Collins; Mrs. Lucy Page; Mrs. Alice Thompson; Mrs. T.W. Hightower; Mrs. Donna Ogleton; Mrs. G.T. Fant; Mrs. L.P. Ashford; Thelma Reeves; Mrs. L.L. Johnson; Mrs. Sophia Nichols; Mrs. E. Preston; Mrs. M. Copeland.",,,,,,,,Religion;Music;Prayers and devotions;African American churches;Memorial Service,,Iowa;Iowa--Des Moines,,41.60054,-93_60911,,4 pages,,,sheets,,,,http://rightsstatements.org/vocab/NKC/1.0/,,1942,,,,,,,,,,,,
,1995_002_0476,,child,1995_002_0475,,,,/objects/access_1995_2_475_01_tif.jpg,,/objects/small//objects/access_1995_2_475_01_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_475_01_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_0477,,child,1995_002_0475,,,,/objects/access_1995_2_475_02_tif.jpg,,/objects/small//objects/access_1995_2_475_02_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_475_02_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_0478,,child,1995_002_0475,,,,/objects/access_1995_2_475_03_tif.jpg,,/objects/small//objects/access_1995_2_475_03_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_475_03_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1995_002_0479,,child,1995_002_0475,,,,/objects/access_1995_2_475_04_tif.jpg,,/objects/small//objects/access_1995_2_475_04_tif_sm.jpg,/objects/thumbs//objects/access_1995_2_475_04_tif_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,gmd_2020.028.001ab_001,,complex,,,,,,,,,,,,,Black Lives Matter yard sign,,,,,,,,,,,Grout Museum District,,,,,,,,,,"Schwartz, Chris ",,,,"Corrugated white polystyrene yard sign with ""BLACK LIVES MATTER"" printed in black and white on both anterior and posterior.  Rolled steel wire support system attached.  
One of approximately 250 such signs distributed by the 2020 campaign of Black Hawk County Supervisor Chris Schwarz (D) from his home in Waterloo on 6/25/2020.  Used extensively during the George Floyd protests of 2020.",,,,,,,,Social movements;Civil rights;Political campaigns;Protest movements;Civil rights movements;Politics and government;Visual communication;Black lives matter movement;African Americans;Black people,,Iowa;Iowa--Black Hawk County;Iowa--Waterloo;Iowa--Waterloo Metropolitan Area,,,,,,,,,,,,,,2020,,,,,,,,,,,,
,,,child,gmd_2020.028.001ab_001,,,gmd_2020.028.001ab_002_tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,child,gmd_2020.028.001ab_001,,,gmd_2020.028.001ab_003_tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gmd_2020.037.001.tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,